"Obs. Date","Obs. value","Series key","Indicator title","Units","Obs. status"
"2021-09","1.89","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2021-10","2.88","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2021-11","2.92","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2021-12","3.62","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-01","2.82","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-02","3.12","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-03","3.59","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-04","3.17","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-05","3.50","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-06","3.43","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-07","5.04","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-08","4.02","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-09","5.04","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-10","11.13","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-11","8.36","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2022-12","7.49","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-01","5.97","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-02","5.69","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-03","5.17","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-04","4.87","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-05","4.32","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-06","5.04","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-07","5.10","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-08","3.52","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-09","5.83","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-10","5.43","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-11","5.35","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","A"
"2023-12","9.10","MIR.M.U2.B.L22.H.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - over 2yrs","EUR billions","P"
"2015-02","70.99","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2015-03","84.59","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2009-05","195.55","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2009-06","216.84","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2009-07","223.88","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2009-08","176.48","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2012-06","100.68","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2012-07","123.74","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2012-08","100.01","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2012-09","103.44","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2012-10","124.86","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2012-11","112.62","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2012-12","113.11","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2013-01","135.87","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2013-02","109.56","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2013-03","103.54","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2013-04","111.77","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2013-05","106.77","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2013-06","92.04","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2013-07","114.96","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2013-08","91.21","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2013-09","98.35","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2013-10","115.16","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2013-11","104.95","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2013-12","104.53","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2014-01","120.85","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2014-02","96.77","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2014-03","95.45","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2014-04","98.53","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2014-05","94.25","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2014-06","91.08","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2014-07","102.18","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2014-08","80.09","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2014-09","83.77","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2014-10","89.14","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2014-11","78.68","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2014-12","83.48","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2015-01","91.78","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2015-02","73.34","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2015-03","75.24","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2015-04","82.61","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2015-05","65.71","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2015-06","70.05","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2015-07","72.16","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2015-08","61.91","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2015-09","72.02","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2015-10","67.02","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2015-11","68.46","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2015-12","80.16","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2016-01","56.89","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2016-02","55.15","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2016-03","69.00","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2009-09","192.93","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2009-10","200.93","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2009-11","197.26","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2009-12","201.78","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2010-01","186.82","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2010-02","166.01","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2010-03","191.20","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2010-04","178.33","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2010-05","172.86","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2010-06","169.60","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2010-07","169.45","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2010-08","145.81","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2010-09","175.53","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2015-04","73.50","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2015-05","65.83","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2015-06","69.12","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2015-07","70.91","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2015-08","62.36","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2016-04","57.35","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2016-05","57.35","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2016-06","59.21","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2016-07","55.22","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2016-08","48.73","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2016-09","59.06","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2016-10","51.32","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2016-11","49.75","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2016-12","57.30","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-01","51.86","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-02","43.11","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-03","54.04","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-04","40.76","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-05","44.17","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-06","51.72","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-07","45.94","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-08","40.59","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-09","39.65","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-10","40.66","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-11","44.02","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2017-12","48.35","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2018-01","46.48","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2018-02","38.09","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2018-03","42.49","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2010-10","161.75","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2010-11","161.44","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2010-12","194.97","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2011-01","181.39","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2011-02","154.24","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2011-03","170.35","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2011-04","169.00","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2011-05","165.91","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2011-06","168.12","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2011-07","174.22","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2011-08","148.91","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2011-09","164.96","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2015-09","70.79","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2015-10","76.84","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2015-11","75.81","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2015-12","83.44","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2016-01","89.16","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2016-02","82.51","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2016-03","81.03","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2016-04","70.45","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2016-05","68.54","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2016-06","67.67","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2016-07","64.26","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2016-08","59.24","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2016-09","61.15","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2016-10","62.66","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2016-11","60.71","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2016-12","62.25","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2018-04","40.34","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2011-10","177.22","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2017-01","68.14","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2017-02","58.54","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2017-03","64.25","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2017-04","54.12","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2017-05","57.33","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2017-06","54.63","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2017-07","54.26","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2017-08","50.22","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2017-09","49.58","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2017-10","52.80","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2017-11","50.33","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2017-12","49.73","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2018-01","57.87","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2018-02","48.26","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2018-03","52.25","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2018-04","51.82","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2018-05","52.73","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2018-06","51.10","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2018-07","54.44","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2018-08","48.95","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2018-09","48.90","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2018-10","53.83","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2018-11","52.19","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2018-12","53.29","MIR.M.U2.B.L22.A.B.A.2250.EUR.N","From households - With an agreed maturity","EUR billions","A"
"2018-05","38.63","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2018-06","41.77","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2018-07","42.51","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2018-08","38.02","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2018-09","39.91","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2018-10","46.25","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2018-11","47.42","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2018-12","59.25","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-01","47.45","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-02","51.22","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-03","48.40","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-04","51.77","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-05","46.19","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-06","42.64","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-07","47.82","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-08","41.00","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-09","45.94","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-10","54.17","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-11","42.87","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2019-12","53.88","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-01","53.08","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-02","43.41","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-03","59.39","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-04","81.89","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2020-05","91.03","MIR.M.U2.B.L22.F.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity - up to 1yr","EUR billions","A"
"2011-11","158.76","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2011-12","188.74","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2012-01","172.56","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2012-02","153.09","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2012-03","144.69","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2012-04","135.05","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2012-05","136.61","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
"2012-06","134.28","MIR.M.U2.B.L22.A.B.A.2240.EUR.N","From non-financial corporations - With an agreed maturity","EUR billions","A"
